ratio_id,category,sub_category,ratio_name_ko,ratio_name_en,formula_text,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,notes,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,stage3_exclude,formula_item_code_fingerprint,is_canonical_ratio,canonical_ratio_id,n_valid,missing_rate,zero_denom_rate,inf_rate,p1,median,p99,same_value_rate,outlier_flag,quality_pass,fail_reasons,selected_eligible
R156,활동성,회전율/운영효율,현금성자산회전율,,매출액 / 평균현금성자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A111050000,True,R156,4316,0.1235,0.0,0.0,0.3745,10.1506,848.2944,0.0002,False,True,,True
R157,활동성,회전율/운영효율,자본금회전율,,매출액 / 평균자본금,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균자본금,U01A611000000,자본금(IFRS)(천원)      자본금(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A611000000,True,R157,4316,0.1235,0.0,0.0,0.309,12.0761,167.9127,0.0002,False,True,,True
R158,활동성,회전율/운영효율,매출채권회전일수,,365 × 평균매출채권 / 매출액,평균매출채권 × 365,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01A111045400|U01B100000000,True,R158,4315,0.1237,0.0004,0.0,0.021,0.1833,1.2762,0.0002,False,True,,True
R159,활동성,회전율/운영효율,재고자산회전일수,,365 × 평균재고자산 / 매출원가,평균재고자산 × 365,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01A111038700|U01B200000000,True,R159,4107,0.1659,0.0431,0.0,0.0,0.1281,0.9957,0.0538,False,True,,True
R160,활동성,회전율/운영효율,매입채무회전일수,,365 × 평균매입채무 / 매출원가,평균매입채무 × 365,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,상황별,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01A811030700|U01B200000000,True,R160,4107,0.1659,0.0431,0.0,0.0382,0.1747,1.6938,0.0002,False,True,,True
R163,활동성,회전율/운영효율,재고보유기간,,365 × 평균재고자산 / 매출원가,평균재고자산 × 365,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,,compute_with_flag,확장,available_with_lag,,R159,exact_value_alias,재고보유기간 is identical to 재고자산회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038700|U01B200000000,False,R159,4107,0.1659,0.0431,0.0,0.0,0.1281,0.9957,0.0538,False,True,,False
R164,활동성,회전율/운영효율,매출채권회수기간,,365 × 평균매출채권 / 매출액,평균매출채권 × 365,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,,compute_with_flag,확장,available_with_lag,,R158,exact_value_alias,매출채권회수기간 is identical to 매출채권회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111045400|U01B100000000,False,R158,4315,0.1237,0.0004,0.0,0.021,0.1833,1.2762,0.0002,False,True,,False
R165,활동성,회전율/운영효율,매입채무지급기간,,365 × 평균매입채무 / 매출원가,평균매입채무 × 365,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,상황별,,compute_with_flag,확장,available_with_lag,,R160,exact_value_alias,매입채무지급기간 is identical to 매입채무회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A811030700|U01B200000000,False,R160,4107,0.1659,0.0431,0.0,0.0382,0.1747,1.6938,0.0002,False,True,,False
R169,성장성,성장률/성장품질,매출액증가율,,매출액_t / 매출액_t-1 - 1,매출액_t,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액_t-1,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,,,핵심,available_with_lag,,,,,,,False,U01B100000000|U01B100000000,True,R169,4546,0.0768,0.0002,0.0,-0.7084,0.0411,2.0429,0.0002,False,True,,True
R170,성장성,성장률/성장품질,매출총이익증가율,,매출총이익_t / 매출총이익_t-1 - 1,매출총이익_t,U01B201014400,매출총이익(손실)(IFRS)(천원)   매출총이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출총이익_t-1,U01B201014400,매출총이익(손실)(IFRS)(천원)   매출총이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01B201014400|U01B201014400,True,R170,4185,0.1501,0.0002,0.0,-1.7033,0.0446,7.0123,0.0002,True,True,,True
R171,성장성,성장률/성장품질,영업이익증가율,,영업이익_t / 영업이익_t-1 - 1,영업이익_t,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업이익_t-1,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,핵심,available_with_lag,,,,,,,False,U01B430000000|U01B430000000,True,R171,3383,0.313,0.0,0.0,-14.4575,-0.0617,10.0314,0.0003,True,False,high_missing=31.3%,False
R172,성장성,성장률/성장품질,정상영업이익증가율,,정상영업이익_t / 정상영업이익_t-1 - 1,정상영업이익_t,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,정상영업이익_t-1,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,R171,exact_value_alias,정상영업이익증가율 maps to the same executable formula as 영업이익증가율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B430000000|U01B430000000,False,R171,3383,0.313,0.0,0.0,-14.4575,-0.0617,10.0314,0.0003,True,False,high_missing=31.3%,False
R173,성장성,성장률/성장품질,EBIT증가율,,EBIT_t / EBIT_t-1 - 1,EBIT_t,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,EBIT_t-1,U01B430000000,EBIT,DERIVED,1,False,False,derivable,영업이익,영업이익,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_derived,,R171,exact_value_alias,EBIT증가율 maps to the same executable formula as 영업이익증가율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B430000000|U01B430000000|영업이익|영업이익,False,R171,3383,0.313,0.0,0.0,-14.4575,-0.0617,10.0314,0.0003,True,False,high_missing=31.3%,False
R174,성장성,성장률/성장품질,EBITDA증가율,,EBITDA_t / EBITDA_t-1 - 1,EBITDA_t,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,EBITDA_t-1,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,1,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,True,False,True,% 또는 차이,높을수록 우량,,,핵심,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비|영업이익|감가상각비|무형자산상각비,True,R174,3467,0.2959,0.0002,0.0,-8.2858,-0.0376,8.1745,0.0003,True,True,,True
R175,성장성,성장률/성장품질,세전이익증가율,,세전이익_t / 세전이익_t-1 - 1,세전이익_t,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,세전이익_t-1,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01B700000000|U01B700000000,True,R175,3154,0.3595,0.0,0.0,-19.6118,-0.0947,13.1371,0.0003,True,False,high_missing=35.9%,False
R176,성장성,성장률/성장품질,순이익증가율,,당기순이익_t / 당기순이익_t-1 - 1,순이익_t,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,순이익_t-1,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01B840000000|U01B840000000,True,R176,3154,0.3595,0.0,0.0,-19.5985,-0.0935,20.7944,0.0003,True,False,high_missing=35.9%,False
R177,성장성,성장률/성장품질,총포괄이익증가율,,총포괄이익_t / 총포괄이익_t-1 - 1,총포괄이익_t,U01B900000000,총포괄손익(IFRS)(천원)   총포괄손익(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,총포괄이익_t-1,U01B900000000,총포괄손익(IFRS)(천원)   총포괄손익(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01B900000000|U01B900000000,True,R177,3102,0.37,0.0022,0.0,-26.0966,-0.1254,21.5347,0.0016,True,False,high_missing=37.0%,False
R178,성장성,성장률/성장품질,OCF증가율,,OCF_t / OCF_t-1 - 1,OCF_t,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,OCF_t-1,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01D100000000|U01D100000000,True,R178,3122,0.366,0.0,0.0,-10.7083,-0.198,30.237,0.0003,True,False,high_missing=36.6%,False
R179,성장성,성장률/성장품질,FCF증가율,,FCF_t / FCF_t-1 - 1,FCF_t,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,FCF_t-1,U01D100000000+U01D206012400,FCF,DERIVED,1,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01D100000000+U01D206012400|영업활동현금흐름|CAPEX_proxy|영업활동현금흐름|CAPEX_proxy,True,R179,2434,0.5057,0.0,0.0,-30.5923,-0.4317,32.9419,0.0004,False,False,high_missing=50.6%,False
R180,성장성,성장률/성장품질,총자산증가율,,총자산_t / 총자산_t-1 - 1,총자산_t,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산_t-1,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,,,핵심,available_with_lag,,,,,,,False,U01A100000000|U01A100000000,True,R180,4316,0.1235,0.0,0.0,-0.4237,0.05,1.3205,0.0002,False,True,,True
R181,성장성,성장률/성장품질,유동자산증가율,,유동자산_t / 유동자산_t-1 - 1,유동자산_t,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산_t-1,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,,,확장,available_with_lag,,,,,,,False,U01A111038600|U01A111038600,True,R181,4316,0.1235,0.0,0.0,-0.6688,0.0461,1.8954,0.0002,False,True,,True
R182,성장성,성장률/성장품질,비유동자산증가율,,비유동자산_t / 비유동자산_t-1 - 1,비유동자산_t,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,비유동자산_t-1,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,,,확장,available_with_lag,,,,,,,False,U01A110000000|U01A110000000,True,R182,4316,0.1235,0.0,0.0,-0.5117,0.0466,2.2424,0.0002,False,True,,True
R184,성장성,성장률/성장품질,자기자본증가율,,자기자본_t / 자기자본_t-1 - 1,자기자본_t,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자기자본_t-1,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,핵심,available_with_lag,,,,,,,False,U01A600000000|U01A600000000,True,R184,4298,0.1271,0.0,0.0,-0.7692,0.053,2.2539,0.0002,False,True,,True
R185,성장성,성장률/성장품질,이익잉여금증가율,,이익잉여금_t / 이익잉여금_t-1 - 1,이익잉여금_t,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,이익잉여금_t-1,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,R241,exact_value_alias,R185 and R241 are both 이익잉여금증가율 and value-identical in current Stage00_02 artifacts; keep R241 as current canonical selected growth variable.,duplicate audit / exact-value review,R185 weak-growth prior/floor policy must transfer to R241.,True,U01A615000000|U01A615000000,False,R241,3576,0.2738,0.0,0.0,-4.2139,0.0695,4.246,0.0003,False,True,,False
R186,성장성,성장률/성장품질,총차입금증가율,,총차입금_t / 총차입금_t-1 - 1,총차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,총차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,1,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,,,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채|단기차입금|장기차입금|사채|유동성장기부채,True,R186,3518,0.2855,0.2855,0.0,-1.0,-0.0018,21.7357,0.0424,True,False,zero_denom_high=28.6%,False
R187,성장성,성장률/성장품질,순차입금증가율,,순차입금_t / 순차입금_t-1 - 1,순차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,순차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,1,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,,,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R187,2513,0.4896,0.1235,0.0,-13.9533,-0.0335,14.1518,0.0004,True,False,high_missing=49.0%|zero_denom_high=12.3%,False
R188,성장성,성장률/성장품질,CAPEX증가율,,CAPEX_t / CAPEX_t-1 - 1,CAPEX_t,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,CAPEX_t-1,U01D206012400,CAPEX,DERIVED,1,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,True,False,True,% 또는 차이,산업별,,,확장,available_derived,,,,,,,False,U01D206012400|U01D206012400|CAPEX_proxy|CAPEX_proxy,True,R188,4282,0.1304,0.0069,0.0,-0.9897,-0.0141,38.3423,0.0058,True,True,,True
R196,성장성,성장률/성장품질,매출-자산 성장괴리,,매출액증가율 - 총자산증가율,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,총자산증가율,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,,,확장,available_with_lag,,,,,,,False,U01B100000000|U01A100000000,True,R196,2918,0.4074,0.0,0.0,-34.3689,-0.3708,61.3918,0.0003,True,False,high_missing=40.7%,False
R197,성장성,성장률/성장품질,영업이익-매출 성장괴리,,영업이익증가율 - 매출액증가율,영업이익증가율,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01B430000000|U01B100000000,True,R197,2034,0.5869,0.0,0.0,-314.4107,0.0501,179.1069,0.0005,True,False,high_missing=58.7%,False
R198,성장성,성장률/성장품질,EBITDA-매출 성장괴리,,EBITDA증가율 - 매출액증가율,EBITDA증가율,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,True,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01B100000000|영업이익|감가상각비|무형자산상각비,True,R198,2081,0.5774,0.0,0.0,-207.202,0.0685,156.7185,0.0005,True,False,high_missing=57.7%,False
R199,성장성,성장률/성장품질,차입금-매출 성장괴리,,총차입금증가율 - 매출액증가율,총차입금증가율,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,True,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,낮을수록 우량,,,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01B100000000|단기차입금|장기차입금|사채|유동성장기부채,True,R199,2066,0.5804,0.0,0.0,-89.4835,-1.0,307.1047,0.0407,True,False,high_missing=58.0%,False
R200,성장성,성장률/성장품질,순차입금-EBITDA 성장괴리,,순차입금증가율 - EBITDA증가율,순차입금증가율,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,True,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA증가율,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,True,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,True,False,True,% 또는 차이,낮을수록 우량,,,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R200,920,0.8132,0.0,0.0,-93.5055,-1.1148,106.155,0.0011,False,False,high_missing=81.3%,False
R201,성장성,성장률/성장품질,자기자본-총자산 성장괴리,,자기자본증가율 - 총자산증가율,자기자본증가율,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,총자산증가율,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01A600000000|U01A100000000,True,R201,2909,0.4092,0.0,0.0,-10.9642,-0.1005,31.3625,0.0003,True,False,high_missing=40.9%,False
R202,성장성,성장률/성장품질,OCF-매출 성장괴리,,OCF증가율 - 매출액증가율,OCF증가율,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,True,mapped,,,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_with_lag,,,,,,,False,U01D100000000|U01B100000000,True,R202,1881,0.618,0.0,0.0,-328.8039,-1.2751,538.0628,0.0005,True,False,high_missing=61.8%,False
R203,성장성,성장률/성장품질,FCF-매출 성장괴리,,FCF증가율 - 매출액증가율,FCF증가율,U01D100000000+U01D206012400,FCF,DERIVED,0,False,True,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,,,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01B100000000|영업활동현금흐름|CAPEX_proxy,True,R203,1467,0.7021,0.0,0.0,-738.7076,-2.7688,706.1623,0.0007,True,False,high_missing=70.2%,False
R204,성장성,성장률/성장품질,투자부담률,,CAPEX / 매출액,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 차이,상황별,,,확장,available_derived,,,,,,,False,U01D206012400|U01B100000000|CAPEX_proxy,True,R204,4398,0.1068,0.0004,0.0,0.0,0.0224,0.5708,0.0091,False,True,,True
R205,성장성,성장률/성장품질,CAPEX/감가상각비,,CAPEX / 감가상각비,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,감가상각비,U01B350014100,감가상각비(IFRS)(천원)      감가상각비(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 차이,높을수록 성장 투자 가능,,,확장,available_derived,,,,,,,False,U01D206012400|U01B350014100|CAPEX_proxy,True,R205,4309,0.1249,0.0185,0.0,0.0063,5.4614,279.6578,0.0091,False,True,,True
R210,기타/복합,복합후보,Altman 운전자본/총자산,,(유동자산 - 유동부채) / 총자산,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,,compute_with_flag,확장,available_derived,,R076,exact_value_alias,Altman 운전자본/총자산 is identical to 순운전자본/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,False,R076,4400,0.1064,0.0,0.0,-0.4446,0.1715,0.7567,0.0002,False,True,,False
