거래소코드,year,시장
099320,2012,KOSDAQ
099320,2013,KOSDAQ
099320,2014,KOSDAQ
099320,2015,KOSDAQ
099320,2016,KOSDAQ
099320,2017,KOSDAQ
099320,2018,KOSDAQ
099320,2019,KOSDAQ
099320,2020,KOSDAQ
099320,2021,KOSDAQ
099320,2022,KOSDAQ
099320,2023,KOSDAQ
049960,2019,KOSDAQ
050890,2021,KOSDAQ
050890,2022,KOSDAQ
073710,2006,KOSDAQ
073710,2007,KOSDAQ
352700,2019,KOSDAQ
352700,2020,KOSDAQ
352700,2021,KOSDAQ
352700,2022,KOSDAQ
352700,2023,KOSDAQ
065770,2004,KOSDAQ
065770,2005,KOSDAQ
065770,2006,KOSDAQ
065770,2007,KOSDAQ
065770,2008,KOSDAQ
065770,2009,KOSDAQ
065770,2010,KOSDAQ
065770,2011,KOSDAQ
065770,2012,KOSDAQ
065770,2013,KOSDAQ
065770,2014,KOSDAQ
065770,2015,KOSDAQ
065770,2016,KOSDAQ
065770,2017,KOSDAQ
065770,2018,KOSDAQ
065770,2019,KOSDAQ
065770,2020,KOSDAQ
065770,2021,KOSDAQ
065770,2022,KOSDAQ
056340,2001,KOSDAQ
056340,2002,KOSDAQ
056340,2003,KOSDAQ
056340,2004,KOSDAQ
056340,2005,KOSDAQ
056340,2006,KOSDAQ
056340,2007,KOSDAQ
035760,2022,KOSDAQ
035760,2023,KOSDAQ
357580,2020,KOSDAQ
357580,2021,KOSDAQ
357580,2022,KOSDAQ
357580,2023,KOSDAQ
083930,2010,KOSDAQ
083930,2012,KOSDAQ
083930,2013,KOSDAQ
083930,2014,KOSDAQ
083930,2015,KOSDAQ
083930,2016,KOSDAQ
083930,2017,KOSDAQ
083930,2018,KOSDAQ
083930,2019,KOSDAQ
083930,2020,KOSDAQ
083930,2021,KOSDAQ
083930,2022,KOSDAQ
083930,2023,KOSDAQ
149950,2021,KOSDAQ
149950,2022,KOSDAQ
149950,2023,KOSDAQ
127710,2020,KOSDAQ
127710,2021,KOSDAQ
127710,2022,KOSDAQ
469750,2023,KOSDAQ
040910,2011,KOSDAQ
040910,2019,KOSDAQ
040910,2020,KOSDAQ
040910,2021,KOSDAQ
040910,2022,KOSDAQ
040910,2023,KOSDAQ
368600,2023,KOSDAQ
095340,2020,KOSDAQ
212710,2023,KOSDAQ
090150,2013,KOSDAQ
090150,2014,KOSDAQ
090150,2015,KOSDAQ
090150,2016,KOSDAQ
090150,2017,KOSDAQ
090150,2018,KOSDAQ
090150,2019,KOSDAQ
090150,2020,KOSDAQ
090150,2021,KOSDAQ
090150,2022,KOSDAQ
090150,2023,KOSDAQ
031310,2021,KOSDAQ
031310,2022,KOSDAQ
031310,2023,KOSDAQ
124500,2014,KOSDAQ
124500,2016,KOSDAQ
124500,2017,KOSDAQ
124500,2018,KOSDAQ
124500,2019,KOSDAQ
124500,2020,KOSDAQ
124500,2021,KOSDAQ
124500,2022,KOSDAQ
124500,2023,KOSDAQ
010280,2007,KOSDAQ
010280,2008,KOSDAQ
010280,2009,KOSDAQ
010280,2010,KOSDAQ
010280,2011,KOSDAQ
010280,2012,KOSDAQ
010280,2013,KOSDAQ
010280,2014,KOSDAQ
010280,2015,KOSDAQ
010280,2016,KOSDAQ
010280,2017,KOSDAQ
010280,2018,KOSDAQ
010280,2019,KOSDAQ
010280,2020,KOSDAQ
010280,2021,KOSDAQ
010280,2022,KOSDAQ
010280,2023,KOSDAQ
232830,2015,KOSDAQ
232830,2016,KOSDAQ
232830,2017,KOSDAQ
114840,2020,KOSDAQ
114840,2021,KOSDAQ
114840,2022,KOSDAQ
114840,2023,KOSDAQ
053810,2014,KOSDAQ
040740,2004,KOSDAQ
032080,2008,KOSDAQ
032080,2009,KOSDAQ
032080,2010,KOSDAQ
032080,2011,KOSDAQ
032080,2012,KOSDAQ
032080,2013,KOSDAQ
032080,2014,KOSDAQ
032080,2015,KOSDAQ
032080,2016,KOSDAQ
032080,2017,KOSDAQ
032080,2018,KOSDAQ
032080,2019,KOSDAQ
032080,2020,KOSDAQ
032080,2021,KOSDAQ
032080,2022,KOSDAQ
032080,2023,KOSDAQ
059120,2019,KOSDAQ
059120,2020,KOSDAQ
059120,2021,KOSDAQ
059120,2022,KOSDAQ
059120,2023,KOSDAQ
158430,2018,KOSDAQ
200350,2020,KOSDAQ
200350,2021,KOSDAQ
200350,2022,KOSDAQ
200350,2023,KOSDAQ
321820,2019,KOSDAQ
321820,2020,KOSDAQ
321820,2021,KOSDAQ
321820,2022,KOSDAQ
321820,2023,KOSDAQ
354320,2022,KOSDAQ
354320,2023,KOSDAQ
061040,2012,KOSDAQ
061040,2013,KOSDAQ
061040,2014,KOSDAQ
061040,2015,KOSDAQ
061040,2016,KOSDAQ
061040,2018,KOSDAQ
061040,2019,KOSDAQ
061040,2020,KOSDAQ
061040,2021,KOSDAQ
061040,2022,KOSDAQ
061040,2023,KOSDAQ
043100,2007,KOSDAQ
117670,2018,KOSDAQ
117670,2019,KOSDAQ
314140,2022,KOSDAQ
314140,2023,KOSDAQ
291650,2020,KOSDAQ
291650,2021,KOSDAQ
129890,2021,KOSDAQ
129890,2022,KOSDAQ
129890,2023,KOSDAQ
255440,2021,KOSDAQ
255440,2022,KOSDAQ
255440,2023,KOSDAQ
030960,2013,KOSDAQ
030960,2014,KOSDAQ
030960,2015,KOSDAQ
030960,2018,KOSDAQ
030960,2020,KOSDAQ
030960,2021,KOSDAQ
030960,2022,KOSDAQ
030960,2023,KOSDAQ
263540,2016,KOSDAQ
263540,2017,KOSDAQ
263540,2018,KOSDAQ
263540,2019,KOSDAQ
217480,2015,KOSDAQ
217480,2016,KOSDAQ
217480,2017,KOSDAQ
217480,2018,KOSDAQ
217480,2019,KOSDAQ
217480,2020,KOSDAQ
217480,2021,KOSDAQ
217480,2022,KOSDAQ
217480,2023,KOSDAQ
046140,2013,KOSDAQ
046140,2014,KOSDAQ
046140,2015,KOSDAQ
046140,2016,KOSDAQ
046140,2017,KOSDAQ
046140,2018,KOSDAQ
046140,2019,KOSDAQ
046140,2020,KOSDAQ
046140,2021,KOSDAQ
101490,2010,KOSDAQ
101490,2011,KOSDAQ
101490,2012,KOSDAQ
101490,2013,KOSDAQ
101490,2014,KOSDAQ
101490,2015,KOSDAQ
101490,2016,KOSDAQ
101490,2017,KOSDAQ
101490,2018,KOSDAQ
101490,2019,KOSDAQ
101490,2020,KOSDAQ
101490,2021,KOSDAQ
101490,2022,KOSDAQ
101490,2023,KOSDAQ
095910,2022,KOSDAQ
095910,2023,KOSDAQ
275630,2022,KOSDAQ
275630,2023,KOSDAQ
419530,2021,KOSDAQ
419530,2022,KOSDAQ
419530,2023,KOSDAQ
031330,2010,KOSDAQ
112240,2010,KOSDAQ
112240,2012,KOSDAQ
112240,2013,KOSDAQ
112240,2014,KOSDAQ
112240,2015,KOSDAQ
112240,2016,KOSDAQ
112240,2017,KOSDAQ
112240,2018,KOSDAQ
056190,2018,KOSDAQ
056190,2021,KOSDAQ
056190,2022,KOSDAQ
056190,2023,KOSDAQ
036540,2021,KOSDAQ
036540,2022,KOSDAQ
036540,2023,KOSDAQ
007820,2013,KOSDAQ
007820,2014,KOSDAQ
007820,2015,KOSDAQ
007820,2016,KOSDAQ
007820,2017,KOSDAQ
007820,2018,KOSDAQ
007820,2019,KOSDAQ
007820,2020,KOSDAQ
007820,2021,KOSDAQ
007820,2022,KOSDAQ
007820,2023,KOSDAQ
306040,2019,KOSDAQ
306040,2020,KOSDAQ
306040,2021,KOSDAQ
306040,2022,KOSDAQ
306040,2023,KOSDAQ
080440,2010,KOSDAQ
080440,2011,KOSDAQ
398120,2023,KOSDAQ
475660,2023,KOSDAQ
096630,2014,KOSDAQ
096630,2015,KOSDAQ
096630,2016,KOSDAQ
096630,2018,KOSDAQ
096630,2019,KOSDAQ
096630,2020,KOSDAQ
096630,2021,KOSDAQ
096630,2022,KOSDAQ
050760,2020,KOSDAQ
050760,2021,KOSDAQ
050760,2022,KOSDAQ
050760,2023,KOSDAQ
317830,2018,KOSDAQ
317830,2019,KOSDAQ
317830,2020,KOSDAQ
317830,2021,KOSDAQ
317830,2022,KOSDAQ
317830,2023,KOSDAQ
163280,2023,KOSDAQ
200710,2013,KOSDAQ
200710,2014,KOSDAQ
200710,2015,KOSDAQ
200710,2016,KOSDAQ
200710,2017,KOSDAQ
200710,2018,KOSDAQ
200710,2019,KOSDAQ
200710,2020,KOSDAQ
200710,2021,KOSDAQ
200710,2022,KOSDAQ
200710,2023,KOSDAQ
475580,2023,KOSDAQ
096690,2021,KOSDAQ
096690,2022,KOSDAQ
096690,2023,KOSDAQ
036550,2003,KOSDAQ
036550,2004,KOSDAQ
036550,2005,KOSDAQ
036550,2006,KOSDAQ
036550,2007,KOSDAQ
036550,2009,KOSDAQ
003800,2017,KOSDAQ
003800,2018,KOSDAQ
003800,2019,KOSDAQ
003800,2020,KOSDAQ
003800,2021,KOSDAQ
003800,2022,KOSDAQ
003800,2023,KOSDAQ
088800,2013,KOSDAQ
088800,2014,KOSDAQ
088800,2017,KOSDAQ
088800,2018,KOSDAQ
088800,2019,KOSDAQ
088800,2020,KOSDAQ
088800,2021,KOSDAQ
088800,2022,KOSDAQ
088800,2023,KOSDAQ
172670,2022,KOSDAQ
172670,2023,KOSDAQ
078150,2003,KOSDAQ
078150,2004,KOSDAQ
078150,2005,KOSDAQ
078150,2006,KOSDAQ
078150,2007,KOSDAQ
078150,2008,KOSDAQ
078150,2009,KOSDAQ
078150,2010,KOSDAQ
078150,2011,KOSDAQ
078150,2012,KOSDAQ
078150,2013,KOSDAQ
078150,2014,KOSDAQ
078150,2015,KOSDAQ
078150,2016,KOSDAQ
078150,2017,KOSDAQ
078150,2018,KOSDAQ
078150,2019,KOSDAQ
078150,2020,KOSDAQ
078150,2021,KOSDAQ
078150,2022,KOSDAQ
078150,2023,KOSDAQ
072990,2018,KOSDAQ
072990,2019,KOSDAQ
072990,2020,KOSDAQ
072990,2021,KOSDAQ
072990,2022,KOSDAQ
072990,2023,KOSDAQ
060560,2020,KOSDAQ
239610,2020,KOSDAQ
239610,2021,KOSDAQ
239610,2022,KOSDAQ
239610,2023,KOSDAQ
036170,2002,KOSDAQ
036170,2005,KOSDAQ
036170,2006,KOSDAQ
036170,2007,KOSDAQ
036170,2008,KOSDAQ
036170,2009,KOSDAQ
036170,2010,KOSDAQ
036170,2011,KOSDAQ
036170,2012,KOSDAQ
036170,2013,KOSDAQ
036170,2014,KOSDAQ
036170,2015,KOSDAQ
036170,2016,KOSDAQ
036170,2017,KOSDAQ
036170,2018,KOSDAQ
036170,2019,KOSDAQ
036170,2020,KOSDAQ
036170,2021,KOSDAQ
036170,2022,KOSDAQ
036170,2023,KOSDAQ
044780,2006,KOSDAQ
044780,2007,KOSDAQ
357230,2020,KOSDAQ
357230,2021,KOSDAQ
357230,2022,KOSDAQ
357230,2023,KOSDAQ
045660,2012,KOSDAQ
045660,2016,KOSDAQ
045660,2017,KOSDAQ
045660,2021,KOSDAQ
045660,2022,KOSDAQ
045660,2023,KOSDAQ
224110,2016,KOSDAQ
224110,2017,KOSDAQ
224110,2018,KOSDAQ
262260,2019,KOSDAQ
262260,2020,KOSDAQ
262260,2021,KOSDAQ
262260,2022,KOSDAQ
262260,2023,KOSDAQ
159910,2011,KOSDAQ
159910,2012,KOSDAQ
159910,2013,KOSDAQ
159910,2014,KOSDAQ
159910,2015,KOSDAQ
159910,2016,KOSDAQ
159910,2017,KOSDAQ
159910,2018,KOSDAQ
159910,2019,KOSDAQ
086520,2022,KOSDAQ
086520,2023,KOSDAQ
247540,2020,KOSDAQ
247540,2021,KOSDAQ
247540,2022,KOSDAQ
247540,2023,KOSDAQ
383310,2021,KOSDAQ
383310,2022,KOSDAQ
383310,2023,KOSDAQ
214270,2021,KOSDAQ
214270,2022,KOSDAQ
214270,2023,KOSDAQ
173940,2018,KOSDAQ
173940,2019,KOSDAQ
173940,2020,KOSDAQ
173940,2021,KOSDAQ
173940,2022,KOSDAQ
356680,2021,KOSDAQ
356680,2022,KOSDAQ
317770,2020,KOSDAQ
317770,2021,KOSDAQ
317770,2022,KOSDAQ
317770,2023,KOSDAQ
373200,2022,KOSDAQ
373200,2023,KOSDAQ
092870,2014,KOSDAQ
092870,2015,KOSDAQ
092870,2016,KOSDAQ
092870,2017,KOSDAQ
092870,2018,KOSDAQ
092870,2019,KOSDAQ
092870,2020,KOSDAQ
092870,2021,KOSDAQ
092870,2022,KOSDAQ
092870,2023,KOSDAQ
098400,2006,KOSDAQ
098400,2007,KOSDAQ
333620,2020,KOSDAQ
333620,2021,KOSDAQ
333620,2022,KOSDAQ
333620,2023,KOSDAQ
095300,2008,KOSDAQ
265740,2019,KOSDAQ
265740,2020,KOSDAQ
265740,2021,KOSDAQ
265740,2022,KOSDAQ
265740,2023,KOSDAQ
183490,2021,KOSDAQ
183490,2022,KOSDAQ
183490,2023,KOSDAQ
262760,2017,KOSDAQ
182400,2017,KOSDAQ
182400,2019,KOSDAQ
048830,2023,KOSDAQ
083310,2016,KOSDAQ
083310,2018,KOSDAQ
083310,2019,KOSDAQ
083310,2021,KOSDAQ
083310,2022,KOSDAQ
083310,2023,KOSDAQ
489500,2023,KOSDAQ
476080,2023,KOSDAQ
123040,2010,KOSDAQ
123040,2012,KOSDAQ
123040,2013,KOSDAQ
123040,2014,KOSDAQ
123040,2015,KOSDAQ
123040,2016,KOSDAQ
123040,2018,KOSDAQ
123040,2019,KOSDAQ
123040,2020,KOSDAQ
123040,2021,KOSDAQ
074150,2010,KOSDAQ
074150,2012,KOSDAQ
032790,2023,KOSDAQ
259630,2023,KOSDAQ
115960,2021,KOSDAQ
060850,2019,KOSDAQ
060850,2021,KOSDAQ
060850,2022,KOSDAQ
060850,2023,KOSDAQ
036000,2011,KOSDAQ
036000,2019,KOSDAQ
036000,2020,KOSDAQ
036000,2021,KOSDAQ
036000,2022,KOSDAQ
036000,2023,KOSDAQ
250930,2020,KOSDAQ
250930,2021,KOSDAQ
250930,2022,KOSDAQ
250930,2023,KOSDAQ
122640,2015,KOSDAQ
122640,2016,KOSDAQ
122640,2018,KOSDAQ
122640,2019,KOSDAQ
122640,2020,KOSDAQ
122640,2021,KOSDAQ
122640,2022,KOSDAQ
122640,2023,KOSDAQ
045060,2020,KOSDAQ
045060,2021,KOSDAQ
045060,2022,KOSDAQ
045060,2023,KOSDAQ
192410,2020,KOSDAQ
192410,2021,KOSDAQ
192410,2022,KOSDAQ
192410,2023,KOSDAQ
080520,2010,KOSDAQ
080520,2012,KOSDAQ
080520,2013,KOSDAQ
080520,2014,KOSDAQ
080520,2015,KOSDAQ
080520,2016,KOSDAQ
080520,2017,KOSDAQ
080520,2018,KOSDAQ
080520,2019,KOSDAQ
080520,2020,KOSDAQ
080520,2021,KOSDAQ
080520,2022,KOSDAQ
080520,2023,KOSDAQ
046120,2010,KOSDAQ
046120,2016,KOSDAQ
046120,2017,KOSDAQ
138080,2013,KOSDAQ
138080,2014,KOSDAQ
138080,2021,KOSDAQ
138080,2022,KOSDAQ
138080,2023,KOSDAQ
080580,2020,KOSDAQ
049480,2021,KOSDAQ
049480,2022,KOSDAQ
049480,2023,KOSDAQ
131030,2020,KOSDAQ
131030,2021,KOSDAQ
131030,2022,KOSDAQ
131030,2023,KOSDAQ
232140,2016,KOSDAQ
232140,2017,KOSDAQ
232140,2018,KOSDAQ
232140,2019,KOSDAQ
232140,2022,KOSDAQ
232140,2023,KOSDAQ
046970,2013,KOSDAQ
046970,2014,KOSDAQ
046970,2017,KOSDAQ
046970,2018,KOSDAQ
046970,2019,KOSDAQ
046970,2021,KOSDAQ
046970,2022,KOSDAQ
046970,2023,KOSDAQ
065680,2012,KOSDAQ
065680,2014,KOSDAQ
065680,2018,KOSDAQ
065680,2019,KOSDAQ
457550,2022,KOSDAQ
457550,2023,KOSDAQ
307280,2019,KOSDAQ
307280,2021,KOSDAQ
307280,2022,KOSDAQ
307280,2023,KOSDAQ
032940,2001,KOSDAQ
032940,2002,KOSDAQ
032940,2003,KOSDAQ
032940,2004,KOSDAQ
032940,2019,KOSDAQ
032940,2020,KOSDAQ
032940,2021,KOSDAQ
032940,2022,KOSDAQ
032940,2023,KOSDAQ
104830,2012,KOSDAQ
104830,2013,KOSDAQ
104830,2014,KOSDAQ
104830,2015,KOSDAQ
104830,2016,KOSDAQ
104830,2017,KOSDAQ
104830,2018,KOSDAQ
104830,2019,KOSDAQ
104830,2020,KOSDAQ
104830,2021,KOSDAQ
104830,2023,KOSDAQ
240810,2018,KOSDAQ
240810,2020,KOSDAQ
014190,2020,KOSDAQ
014190,2021,KOSDAQ
014190,2022,KOSDAQ
014190,2023,KOSDAQ
074600,2018,KOSDAQ
074600,2019,KOSDAQ
030530,2012,KOSDAQ
030530,2014,KOSDAQ
030530,2015,KOSDAQ
030530,2018,KOSDAQ
030530,2019,KOSDAQ
030530,2020,KOSDAQ
030530,2021,KOSDAQ
030530,2022,KOSDAQ
030530,2023,KOSDAQ
382840,2021,KOSDAQ
382840,2022,KOSDAQ
382840,2023,KOSDAQ
160350,2012,KOSDAQ
160350,2013,KOSDAQ
196700,2014,KOSDAQ
196700,2016,KOSDAQ
196700,2019,KOSDAQ
196700,2020,KOSDAQ
196700,2021,KOSDAQ
196700,2022,KOSDAQ
196700,2023,KOSDAQ
479960,2023,KOSDAQ
039790,2013,KOSDAQ
044340,2001,KOSDAQ
044340,2002,KOSDAQ
044340,2003,KOSDAQ
044340,2004,KOSDAQ
044340,2010,KOSDAQ
044340,2013,KOSDAQ
044340,2014,KOSDAQ
044340,2015,KOSDAQ
044340,2016,KOSDAQ
044340,2020,KOSDAQ
044340,2021,KOSDAQ
044340,2022,KOSDAQ
044340,2023,KOSDAQ
065370,2019,KOSDAQ
065370,2021,KOSDAQ
065370,2022,KOSDAQ
065370,2023,KOSDAQ
299900,2020,KOSDAQ
299900,2021,KOSDAQ
299900,2023,KOSDAQ
036090,2020,KOSDAQ
036090,2021,KOSDAQ
036090,2022,KOSDAQ
036090,2023,KOSDAQ
136540,2022,KOSDAQ
136540,2023,KOSDAQ
335870,2022,KOSDAQ
335870,2023,KOSDAQ
203450,2021,KOSDAQ
203450,2022,KOSDAQ
142210,2014,KOSDAQ
142210,2018,KOSDAQ
142210,2019,KOSDAQ
142210,2021,KOSDAQ
142210,2022,KOSDAQ
142210,2023,KOSDAQ
389680,2023,KOSDAQ
048430,2008,KOSDAQ
048430,2009,KOSDAQ
048430,2010,KOSDAQ
048430,2011,KOSDAQ
048430,2012,KOSDAQ
048430,2013,KOSDAQ
048430,2014,KOSDAQ
048430,2015,KOSDAQ
048430,2016,KOSDAQ
048430,2017,KOSDAQ
048430,2018,KOSDAQ
048430,2019,KOSDAQ
048430,2020,KOSDAQ
048430,2021,KOSDAQ
048430,2022,KOSDAQ
048430,2023,KOSDAQ
084440,2014,KOSDAQ
084440,2016,KOSDAQ
084440,2017,KOSDAQ
084440,2018,KOSDAQ
084440,2020,KOSDAQ
032620,2021,KOSDAQ
032620,2022,KOSDAQ
032620,2023,KOSDAQ
264450,2017,KOSDAQ
264450,2018,KOSDAQ
264450,2019,KOSDAQ
264450,2021,KOSDAQ
264450,2022,KOSDAQ
264450,2023,KOSDAQ
078070,2016,KOSDAQ
078070,2017,KOSDAQ
078070,2018,KOSDAQ
078070,2019,KOSDAQ
078070,2021,KOSDAQ
078070,2022,KOSDAQ
078070,2023,KOSDAQ
024800,2005,KOSDAQ
024800,2006,KOSDAQ
054930,2023,KOSDAQ
263770,2017,KOSDAQ
263770,2018,KOSDAQ
263770,2019,KOSDAQ
263770,2020,KOSDAQ
263770,2021,KOSDAQ
263770,2022,KOSDAQ
263770,2023,KOSDAQ
240600,2022,KOSDAQ
240600,2023,KOSDAQ
191410,2016,KOSDAQ
191410,2018,KOSDAQ
191410,2019,KOSDAQ
191410,2020,KOSDAQ
191410,2021,KOSDAQ
191410,2022,KOSDAQ
191410,2023,KOSDAQ
146060,2023,KOSDAQ
039020,2011,KOSDAQ
039020,2012,KOSDAQ
039020,2013,KOSDAQ
039020,2014,KOSDAQ
039020,2015,KOSDAQ
039020,2016,KOSDAQ
039020,2017,KOSDAQ
039020,2018,KOSDAQ
039020,2019,KOSDAQ
039020,2020,KOSDAQ
039020,2021,KOSDAQ
039020,2022,KOSDAQ
067920,2016,KOSDAQ
073490,2008,KOSDAQ
073490,2009,KOSDAQ
073490,2010,KOSDAQ
264850,2019,KOSDAQ
131400,2010,KOSDAQ
131400,2012,KOSDAQ
131400,2013,KOSDAQ
131400,2014,KOSDAQ
131400,2015,KOSDAQ
131400,2016,KOSDAQ
131400,2017,KOSDAQ
131400,2018,KOSDAQ
131400,2019,KOSDAQ
131400,2020,KOSDAQ
131400,2021,KOSDAQ
131400,2022,KOSDAQ
131400,2023,KOSDAQ
080010,2019,KOSDAQ
080010,2020,KOSDAQ
080010,2021,KOSDAQ
080010,2022,KOSDAQ
080010,2023,KOSDAQ
086890,2022,KOSDAQ
086890,2023,KOSDAQ
102710,2012,KOSDAQ
102710,2013,KOSDAQ
102710,2014,KOSDAQ
102710,2015,KOSDAQ
102710,2016,KOSDAQ
102710,2018,KOSDAQ
102710,2019,KOSDAQ
102710,2020,KOSDAQ
102710,2021,KOSDAQ
102710,2022,KOSDAQ
102710,2023,KOSDAQ
123570,2013,KOSDAQ
123570,2014,KOSDAQ
123570,2015,KOSDAQ
123570,2016,KOSDAQ
123570,2017,KOSDAQ
123570,2019,KOSDAQ
123570,2020,KOSDAQ
123570,2021,KOSDAQ
123570,2022,KOSDAQ
123570,2023,KOSDAQ
091120,2017,KOSDAQ
091120,2018,KOSDAQ
091120,2019,KOSDAQ
091120,2020,KOSDAQ
091120,2021,KOSDAQ
091120,2022,KOSDAQ
091120,2023,KOSDAQ
160600,2014,KOSDAQ
041830,2017,KOSDAQ
041830,2018,KOSDAQ
041830,2019,KOSDAQ
041830,2020,KOSDAQ
041830,2021,KOSDAQ
041830,2022,KOSDAQ
041830,2023,KOSDAQ
277410,2021,KOSDAQ
277410,2022,KOSDAQ
277410,2023,KOSDAQ
450520,2022,KOSDAQ
450520,2023,KOSDAQ
037330,2003,KOSDAQ
037330,2004,KOSDAQ
037330,2005,KOSDAQ
037330,2006,KOSDAQ
037330,2007,KOSDAQ
037330,2010,KOSDAQ
037330,2012,KOSDAQ
037330,2013,KOSDAQ
037330,2014,KOSDAQ
037330,2016,KOSDAQ
037330,2017,KOSDAQ
037330,2018,KOSDAQ
037330,2020,KOSDAQ
100030,2016,KOSDAQ
100030,2017,KOSDAQ
100030,2021,KOSDAQ
100030,2022,KOSDAQ
100030,2023,KOSDAQ
017250,2020,KOSDAQ
017250,2021,KOSDAQ
017250,2022,KOSDAQ
017250,2023,KOSDAQ
189300,2021,KOSDAQ
189300,2022,KOSDAQ
189300,2023,KOSDAQ
115310,2022,KOSDAQ
115310,2023,KOSDAQ
071200,2021,KOSDAQ
071200,2022,KOSDAQ
071200,2023,KOSDAQ
019540,2017,KOSDAQ
019540,2018,KOSDAQ
019540,2019,KOSDAQ
019540,2020,KOSDAQ
019540,2021,KOSDAQ
019540,2022,KOSDAQ
019540,2023,KOSDAQ
043910,2022,KOSDAQ
043910,2023,KOSDAQ
046840,2010,KOSDAQ
046840,2011,KOSDAQ
289220,2019,KOSDAQ
289220,2020,KOSDAQ
289220,2021,KOSDAQ
289220,2022,KOSDAQ
289220,2023,KOSDAQ
174880,2015,KOSDAQ
174880,2016,KOSDAQ
174880,2018,KOSDAQ
174880,2019,KOSDAQ
174880,2020,KOSDAQ
174880,2021,KOSDAQ
174880,2022,KOSDAQ
174880,2023,KOSDAQ
123330,2022,KOSDAQ
123330,2023,KOSDAQ
452160,2022,KOSDAQ
452160,2023,KOSDAQ
035900,2010,KOSDAQ
035900,2012,KOSDAQ
035900,2013,KOSDAQ
420570,2022,KOSDAQ
420570,2023,KOSDAQ
248020,2020,KOSDAQ
248020,2021,KOSDAQ
072020,2020,KOSDAQ
072020,2022,KOSDAQ
208350,2022,KOSDAQ
208350,2023,KOSDAQ
382480,2020,KOSDAQ
382480,2021,KOSDAQ
382480,2022,KOSDAQ
382480,2023,KOSDAQ
382800,2022,KOSDAQ
382800,2023,KOSDAQ
140430,2023,KOSDAQ
063080,2023,KOSDAQ
079190,2023,KOSDAQ
263700,2017,KOSDAQ
021320,2009,KOSDAQ
021320,2010,KOSDAQ
021320,2011,KOSDAQ
089150,2021,KOSDAQ
089150,2022,KOSDAQ
089150,2023,KOSDAQ
060720,2004,KOSDAQ
060720,2006,KOSDAQ
060720,2012,KOSDAQ
060720,2013,KOSDAQ
060720,2014,KOSDAQ
122450,2014,KOSDAQ
052900,2016,KOSDAQ
052900,2017,KOSDAQ
052900,2018,KOSDAQ
052900,2019,KOSDAQ
052900,2021,KOSDAQ
052900,2022,KOSDAQ
052900,2023,KOSDAQ
432470,2022,KOSDAQ
272110,2018,KOSDAQ
272110,2019,KOSDAQ
272110,2020,KOSDAQ
272110,2021,KOSDAQ
272110,2022,KOSDAQ
272110,2023,KOSDAQ
039420,2022,KOSDAQ
089600,2015,KOSDAQ
089600,2019,KOSDAQ
089600,2020,KOSDAQ
089600,2021,KOSDAQ
089600,2022,KOSDAQ
036030,2007,KOSDAQ
036030,2008,KOSDAQ
036030,2009,KOSDAQ
036030,2010,KOSDAQ
036030,2011,KOSDAQ
036030,2012,KOSDAQ
036030,2013,KOSDAQ
036030,2014,KOSDAQ
220260,2020,KOSDAQ
220260,2021,KOSDAQ
220260,2022,KOSDAQ
220260,2023,KOSDAQ
046070,2015,KOSDAQ
046070,2016,KOSDAQ
046070,2017,KOSDAQ
046070,2018,KOSDAQ
046070,2019,KOSDAQ
080530,2014,KOSDAQ
080530,2016,KOSDAQ
080530,2017,KOSDAQ
080530,2018,KOSDAQ
080530,2021,KOSDAQ
080530,2022,KOSDAQ
080530,2023,KOSDAQ
027050,2018,KOSDAQ
027050,2019,KOSDAQ
027050,2021,KOSDAQ
027050,2022,KOSDAQ
027050,2023,KOSDAQ
290510,2019,KOSDAQ
290510,2020,KOSDAQ
183300,2015,KOSDAQ
183300,2016,KOSDAQ
183300,2018,KOSDAQ
183300,2019,KOSDAQ
360350,2022,KOSDAQ
360350,2023,KOSDAQ
241710,2018,KOSDAQ
241710,2019,KOSDAQ
029960,2004,KOSDAQ
029960,2005,KOSDAQ
029960,2006,KOSDAQ
029960,2007,KOSDAQ
029960,2008,KOSDAQ
029960,2009,KOSDAQ
029960,2010,KOSDAQ
029960,2011,KOSDAQ
029960,2012,KOSDAQ
029960,2013,KOSDAQ
029960,2015,KOSDAQ
029960,2017,KOSDAQ
029960,2018,KOSDAQ
029960,2019,KOSDAQ
029960,2020,KOSDAQ
029960,2021,KOSDAQ
029960,2022,KOSDAQ
029960,2023,KOSDAQ
015710,2020,KOSDAQ
015710,2021,KOSDAQ
015710,2022,KOSDAQ
015710,2023,KOSDAQ
294570,2021,KOSDAQ
294570,2022,KOSDAQ
294570,2023,KOSDAQ
045050,2004,KOSDAQ
045050,2005,KOSDAQ
355390,2022,KOSDAQ
355390,2023,KOSDAQ
110790,2018,KOSDAQ
110790,2019,KOSDAQ
110790,2020,KOSDAQ
110790,2021,KOSDAQ
110790,2022,KOSDAQ
110790,2023,KOSDAQ
237880,2019,KOSDAQ
237880,2020,KOSDAQ
237880,2021,KOSDAQ
256940,2021,KOSDAQ
256940,2022,KOSDAQ
256940,2023,KOSDAQ
219130,2018,KOSDAQ
219130,2019,KOSDAQ
219130,2020,KOSDAQ
219130,2021,KOSDAQ
219130,2022,KOSDAQ
219130,2023,KOSDAQ
134580,2019,KOSDAQ
134580,2020,KOSDAQ
134580,2021,KOSDAQ
134580,2022,KOSDAQ
